layers	total_length	gc_content	percent_completion	percent_redundancy	num_genes	avg_gene_length	num_genes_per_kb	singleton_gene_clusters	num_gene_clusters
Cps_90104	2328061	0.553148443657903	98.5915492957746	2.8169014084507	2231	924.40206185567	0.958308223023366	43	2056
Cps_BWA092	2278645	0.552395498004209	100.0	1.40845070422535	2047	996.033707865169	0.898340899964672	11	2006
Cps_BWA110	2331903	0.553118338041421	100.0	1.40845070422535	2117	986.879546528106	0.907842221567535	6	2082
Cps_BWA118	2307282	0.553549260707945	100.0	1.40845070422535	2099	985.064792758456	0.909728416379099	0	2047
Cps_BWA127	2384363	0.552332495617407	100.0	1.40845070422535	2152	989.5343866171	0.902547137327664	15	2113
Cps_BWA141	2343838	0.553443686965011	100.0	1.40845070422535	2101	997.230842455973	0.896393010097114	2	2073
Cps_BWA164	2364133	0.55300112153107	100.0	1.40845070422535	2141	989.964969640355	0.905617408157663	9	2104
Cps_BWA166	2360727	0.552786236239141	100.0	1.40845070422535	2162	978.752081406106	0.915819575918774	3	2122
Cps_BWA172	2405178	0.553550620914734	100.0	1.40845070422535	2166	992.271468144044	0.900557048168576	7	2145
Cps_BWA184	2390091	0.552645817144679	100.0	1.40845070422535	2160	988.661111111111	0.903731280524465	27	2108
Cps_BWA188	2447609	0.552456495828854	100.0	1.40845070422535	2266	966.802294792586	0.925801465838702	38	2209
Cps_BWA198	2373608	0.552865331203063	100.0	1.40845070422535	2131	994.351478179259	0.897789356962059	6	2094
Cps_BWA223	2343960	0.552219937194935	100.0	1.40845070422535	2094	998.121776504298	0.893359954948037	6	2049
Cps_BWA238	2346921	0.553329659496719	100.0	1.40845070422535	2115	988.834042553191	0.901180738508028	16	2090
Cps_BWA283	2334058	0.552903514417519	100.0	1.40845070422535	2100	989.587142857143	0.899720572496485	21	2063
Cps_BWA300	2425046	0.552866980706433	100.0	1.40845070422535	2214	977.925474254743	0.912972372482831	59	2168
Cps_BWA305	2297976	0.554011706250414	97.1830985915493	1.40845070422535	2063	994.576345128454	0.89774653869318	12	2023
Cps_BWA311	2307781	0.553222323390745	100.0	1.40845070422535	2101	982.495002379819	0.910398343690324	0	2049
Cps_DSM_44287	2261008	0.552947623360908	100.0	1.40845070422535	2046	990.718475073314	0.904906130363095	29	2012
Cps_DU080	2255576	0.553446230084477	97.1830985915493	1.40845070422535	2010	1000.91194029851	0.891124927734645	1	1978
Cps_HSID17575	2351912	0.553540693699424	100.0	1.40845070422535	2128	985.265977443609	0.904795757664402	36	2083
Cps_HSID17576	2305392	0.553436465468779	97.1830985915493	1.40845070422535	2081	987.371936568957	0.902666444578623	11	2032
Cps_KPL_1989	2317860	0.553317469072027	100.0	4.22535211267606	2061	996.917030567686	0.889182262949445	3	2010
Cps_KPL_2621	2329510	0.551597546265094	100.0	1.40845070422535	2079	995.264069264069	0.892462363329627	10	2023
Cps_KPL_2640	2392118	0.551843596344327	100.0	1.40845070422535	2233	954.620689655172	0.933482378377655	48	2178
Cps_KPL_2667	2298787	0.552262997833205	100.0	1.40845070422535	2065	995.972397094431	0.898299842482144	15	2020
Cps_KPL_2733	2300248	0.552574765851334	97.1830985915493	1.40845070422535	2043	1002.21292217327	0.888165102197676	0	2005
Cps_KPL_2773	2329181	0.552872018104218	100.0	1.40845070422535	2090	981.607177033493	0.897311114936967	15	2031
Cps_KPL_2795	2292997	0.553698936370174	100.0	4.22535211267606	2050	993.50487804878	0.894026464055557	5	2002
Cps_KPL_2826	2303259	0.552797579429843	100.0	1.40845070422535	2047	1004.41524181729	0.888740693078807	3	2006
Cps_KPL_2834	2368814	0.552773666484578	100.0	4.22535211267606	2129	986.023485204321	0.898761996509646	11	2080
Cps_KPL_2865	2305527	0.553736737847789	98.5915492957746	1.40845070422535	2063	993.029083858459	0.894806263383599	3	2008
Cps_KPL_2915	2312829	0.552336121693389	97.1830985915493	1.40845070422535	2080	986.244230769231	0.899331511322281	9	2036
Cps_KPL_3671	2268541	0.552927189766462	100.0	1.40845070422535	2040	989.541176470588	0.89925639430806	1	1987
Cps_KPL_3702	2286083	0.55447505624249	97.1830985915493	1.40845070422535	2054	990.106621226874	0.898480063934686	11	2003
Cps_KPL_3770	2288615	0.552899461027739	100.0	4.22535211267606	2047	991.311675622863	0.894427415707753	1	1997
Cps_KPL_3772	2372712	0.552805397368075	97.1830985915493	1.40845070422535	2136	982.0	0.900235679677938	9	2074
Cps_KPL_3833	2321974	0.552376124797263	100.0	1.40845070422535	2090	974.63971291866	0.900096211240953	10	2038
Cps_KPL_3966	2395133	0.552707093927561	100.0	4.22535211267606	2189	974.714938328004	0.913936720841807	10	2137
Cps_KPL_4010	2286745	0.552478304314648	100.0	1.40845070422535	2065	986.620823244552	0.903030289778703	1	2012
Cps_KPL_4025	2263844	0.553611909654552	100.0	4.22535211267606	2011	1003.141223272	0.888312092175963	2	1986
Cps_KPL_4041	2357219	0.552786143332461	100.0	4.22535211267606	2109	989.233285917496	0.894698371258674	12	2066
Cps_KPL_4066	2328809	0.552015214644052	100.0	1.40845070422535	2096	987.991889312977	0.900030874150692	11	2044
